Controller,View,page_id,Dbconnection,Stored Procedure for controller,Appicalls,Stored Procedure for Appicalls
WorkingPaper,voucher_checking,234,,,/ApiCalls/Get_Working_Paper_Voucher_Checking,
WorkingPaper,voucher_checking,234,,,/ApiCalls/Add_Working_Paper_Voucher_Checking,
WorkingPaper,voucher_checking,234,,,/ApiCalls/Get_Working_Paper_Voucher_Checking,
WorkingPaper,voucher_checking,234,,,/ApiCalls/Add_Working_Paper_Voucher_Checking,
WorkingPaper,voucher_checking,234,,,/WorkingPaper/account_opening?engId=,
WorkingPaper,voucher_checking,234,,,/WorkingPaper/loan_case_file?engId=,
WorkingPaper,account_opening,235,,,/ApiCalls/Get_Working_Paper_Account_Opening,
WorkingPaper,account_opening,235,,,/ApiCalls/Add_Working_Paper_Account_Opening,
WorkingPaper,account_opening,235,,,/ApiCalls/Get_Working_Paper_Account_Opening,
WorkingPaper,account_opening,235,,,/ApiCalls/Add_Working_Paper_Account_Opening,
WorkingPaper,account_opening,235,,,/WorkingPaper/fixed_assets?engId=,
WorkingPaper,account_opening,235,,,/WorkingPaper/voucher_checking?engId=,
WorkingPaper,fixed_assets,236,,,/ApiCalls/Get_Working_Paper_Fixed_Assets,
WorkingPaper,fixed_assets,236,,,/ApiCalls/Add_Working_Paper_Fixed_Assets,
WorkingPaper,fixed_assets,236,,,/ApiCalls/Get_Working_Paper_Fixed_Assets,
WorkingPaper,fixed_assets,236,,,/ApiCalls/Add_Working_Paper_Fixed_Assets,
WorkingPaper,fixed_assets,236,,,/WorkingPaper/cash_count?engId=,
WorkingPaper,fixed_assets,236,,,/WorkingPaper/account_opening?engId=,
WorkingPaper,loan_case_file,233,,,/ApiCalls/Get_Working_Paper_Loan_Cases,
WorkingPaper,loan_case_file,233,,,/ApiCalls/Add_Working_Paper_Loan_Cases,
WorkingPaper,loan_case_file,233,,,/ApiCalls/Get_Working_Paper_Loan_Cases,
WorkingPaper,loan_case_file,233,,,/ApiCalls/Add_Working_Paper_Loan_Cases,
WorkingPaper,loan_case_file,233,,,/WorkingPaper/voucher_checking?engId=,
WorkingPaper,cash_count,237,,,/ApiCalls/Get_Working_Paper_Cash_Counter,
WorkingPaper,cash_count,237,,,/ApiCalls/Add_Working_Paper_Cash_Counter,
WorkingPaper,cash_count,237,,,/ApiCalls/Get_Working_Paper_Cash_Counter,
WorkingPaper,cash_count,237,,,/WorkingPaper/fixed_assets?engId=,
WorkingPaper,cash_count,237,,,/ApiCalls/Add_Working_Paper_Cash_Counter,
Execution,branch_deposit_info,88,,,/ApiCalls/GetDepositAccountSubdetails,
Execution,branch_deposit_info,88,,,/ApiCalls/GetDepositAccountSubdetails,
Execution,checklist_details,77,GetAnnexuresForChecklistDetail,,/ApiCalls/checklist_details,
Execution,checklist_details,77,GetAnnexuresForChecklistDetail,,/ApiCalls/save_observations,
Execution,checklist_details,77,GetAnnexuresForChecklistDetail,,/ApiCalls/get_employee_name_from_pp,
Execution,checklist_details,77,GetAnnexuresForChecklistDetail,,/ApiCalls/get_lc_details,
Execution,checklist_details,77,GetAnnexuresForChecklistDetail,,/ApiCalls/get_subchecklist_status,
Execution,checklist_details,77,GetAnnexuresForChecklistDetail,,/ApiCalls/get_observation_text_branches,
Execution,checklist_details,77,GetAnnexuresForChecklistDetail,,/ApiCalls/checklist_details,
Execution,checklist_details,77,GetAnnexuresForChecklistDetail,,/ApiCalls/save_observations,
Execution,checklist_details,77,GetAnnexuresForChecklistDetail,,/ApiCalls/get_employee_name_from_pp,
Execution,checklist_details,77,GetAnnexuresForChecklistDetail,,/ApiCalls/get_lc_details,
Execution,checklist_details,77,GetAnnexuresForChecklistDetail,,/ApiCalls/get_subchecklist_status,
Execution,checklist_details,77,GetAnnexuresForChecklistDetail,,/ApiCalls/get_observation_text_branches,
Execution,checklist_details,77,GetRisks,,/ApiCalls/checklist_details,
Execution,checklist_details,77,GetRisks,,/ApiCalls/save_observations,
Execution,checklist_details,77,GetRisks,,/ApiCalls/get_employee_name_from_pp,
Execution,checklist_details,77,GetRisks,,/ApiCalls/get_lc_details,
Execution,checklist_details,77,GetRisks,,/ApiCalls/get_subchecklist_status,
Execution,checklist_details,77,GetRisks,,/ApiCalls/get_observation_text_branches,
Execution,checklist_details,77,GetRisks,,/ApiCalls/checklist_details,
Execution,checklist_details,77,GetRisks,,/ApiCalls/save_observations,
Execution,checklist_details,77,GetRisks,,/ApiCalls/get_employee_name_from_pp,
Execution,checklist_details,77,GetRisks,,/ApiCalls/get_lc_details,
Execution,checklist_details,77,GetRisks,,/ApiCalls/get_subchecklist_status,
Execution,checklist_details,77,GetRisks,,/ApiCalls/get_observation_text_branches,
Execution,closing,84,,,/ApiCalls/closing_draft_report_status,
Execution,closing,84,,,/ApiCalls/close_draft_audit,
Execution,closing,84,,,/ApiCalls/closing_draft_report_status,
Execution,closing,84,,,/Engagement/task_list,
Execution,closing,84,,,/ApiCalls/close_draft_audit,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/GetReferenceTypes,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/getparentrel,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/Ge_Merged_Annexure_Instructions,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/delete_responsibility_of_legacy_para,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/add_responsibility_to_legacy_para,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/get_employee_name_from_pp,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/get_legacy_paras_for_update,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/get_legacy_paras_for_update,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/sub_checklist,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/checklist_details,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/Execution/sub_voilation,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/Execution/risk_activities,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/UpdateAnnexureInstructions,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/UpdateAnnexureInstructions,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/update_legacy_para_with_responsibilities,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/update_legacy_para_with_responsibilities_no_changes_AZ,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/GetReferenceTypes,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/getparentrel,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/Ge_Merged_Annexure_Instructions,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/delete_responsibility_of_legacy_para,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/add_responsibility_to_legacy_para,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/get_employee_name_from_pp,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/get_legacy_paras_for_update,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/get_legacy_paras_for_update,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/sub_checklist,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/checklist_details,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/Execution/sub_voilation,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/Execution/risk_activities,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/UpdateAnnexureInstructions,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/UpdateAnnexureInstructions,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/update_legacy_para_with_responsibilities,
Execution,Update_Legacy_Paras,183,GetLegacyParasEntities,,/ApiCalls/update_legacy_para_with_responsibilities_no_changes_AZ,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/GetReferenceTypes,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/getparentrel,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/Ge_Merged_Annexure_Instructions,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/delete_responsibility_of_legacy_para,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/add_responsibility_to_legacy_para,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/get_employee_name_from_pp,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/get_legacy_paras_for_update,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/get_legacy_paras_for_update,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/sub_checklist,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/checklist_details,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/Execution/sub_voilation,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/Execution/risk_activities,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/UpdateAnnexureInstructions,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/UpdateAnnexureInstructions,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/update_legacy_para_with_responsibilities,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/update_legacy_para_with_responsibilities_no_changes_AZ,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/GetReferenceTypes,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/getparentrel,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/Ge_Merged_Annexure_Instructions,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/delete_responsibility_of_legacy_para,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/add_responsibility_to_legacy_para,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/get_employee_name_from_pp,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/get_legacy_paras_for_update,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/get_legacy_paras_for_update,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/sub_checklist,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/checklist_details,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/Execution/sub_voilation,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/Execution/risk_activities,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/UpdateAnnexureInstructions,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/UpdateAnnexureInstructions,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/update_legacy_para_with_responsibilities,
Execution,Update_Legacy_Paras,183,GetAuditChecklistCAD,,/ApiCalls/update_legacy_para_with_responsibilities_no_changes_AZ,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/GetReferenceTypes,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/getparentrel,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/Ge_Merged_Annexure_Instructions,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/delete_responsibility_of_legacy_para,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/add_responsibility_to_legacy_para,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/get_employee_name_from_pp,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/get_legacy_paras_for_update,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/get_legacy_paras_for_update,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/sub_checklist,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/checklist_details,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/Execution/sub_voilation,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/Execution/risk_activities,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/UpdateAnnexureInstructions,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/UpdateAnnexureInstructions,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/update_legacy_para_with_responsibilities,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/update_legacy_para_with_responsibilities_no_changes_AZ,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/GetReferenceTypes,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/getparentrel,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/Ge_Merged_Annexure_Instructions,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/delete_responsibility_of_legacy_para,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/add_responsibility_to_legacy_para,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/get_employee_name_from_pp,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/get_legacy_paras_for_update,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/get_legacy_paras_for_update,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/sub_checklist,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/checklist_details,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/Execution/sub_voilation,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/Execution/risk_activities,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/UpdateAnnexureInstructions,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/UpdateAnnexureInstructions,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/update_legacy_para_with_responsibilities,
Execution,Update_Legacy_Paras,183,GetAuditVoilationcats,,/ApiCalls/update_legacy_para_with_responsibilities_no_changes_AZ,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/GetReferenceTypes,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/getparentrel,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/Ge_Merged_Annexure_Instructions,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/delete_responsibility_of_legacy_para,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/add_responsibility_to_legacy_para,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/get_employee_name_from_pp,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/get_legacy_paras_for_update,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/get_legacy_paras_for_update,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/sub_checklist,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/checklist_details,
Execution,Update_Legacy_Paras,183,GetRisks,,/Execution/sub_voilation,
Execution,Update_Legacy_Paras,183,GetRisks,,/Execution/risk_activities,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/UpdateAnnexureInstructions,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/UpdateAnnexureInstructions,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/update_legacy_para_with_responsibilities,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/update_legacy_para_with_responsibilities_no_changes_AZ,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/GetReferenceTypes,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/getparentrel,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/Ge_Merged_Annexure_Instructions,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/delete_responsibility_of_legacy_para,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/add_responsibility_to_legacy_para,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/get_employee_name_from_pp,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/get_legacy_paras_for_update,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/get_legacy_paras_for_update,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/sub_checklist,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/checklist_details,
Execution,Update_Legacy_Paras,183,GetRisks,,/Execution/sub_voilation,
Execution,Update_Legacy_Paras,183,GetRisks,,/Execution/risk_activities,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/UpdateAnnexureInstructions,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/UpdateAnnexureInstructions,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/update_legacy_para_with_responsibilities,
Execution,Update_Legacy_Paras,183,GetRisks,,/ApiCalls/update_legacy_para_with_responsibilities_no_changes_AZ,
Execution,Add_Legacy_Para,192,GetAuditeeEntitiesType,,/ApiCalls/get_auditee_entities_by_entity_type_id,
Execution,Add_Legacy_Para,192,GetAuditeeEntitiesType,,/ApiCalls/add_new_legacy_para,
Execution,Add_Legacy_Para,192,GetAuditeeEntitiesType,,/ApiCalls/get_auditee_entities_by_entity_type_id,
Execution,Add_Legacy_Para,192,GetAuditeeEntitiesType,,/ApiCalls/add_new_legacy_para,
Execution,Add_Legacy_Para,192,GetAuditYearForAddLegacyPara,,/ApiCalls/get_auditee_entities_by_entity_type_id,
Execution,Add_Legacy_Para,192,GetAuditYearForAddLegacyPara,,/ApiCalls/add_new_legacy_para,
Execution,Add_Legacy_Para,192,GetAuditYearForAddLegacyPara,,/ApiCalls/get_auditee_entities_by_entity_type_id,
Execution,Add_Legacy_Para,192,GetAuditYearForAddLegacyPara,,/ApiCalls/add_new_legacy_para,
Execution,Add_Legacy_Para,192,GetAuditNatureForAddLegacyPara,,/ApiCalls/get_auditee_entities_by_entity_type_id,
Execution,Add_Legacy_Para,192,GetAuditNatureForAddLegacyPara,,/ApiCalls/add_new_legacy_para,
Execution,Add_Legacy_Para,192,GetAuditNatureForAddLegacyPara,,/ApiCalls/get_auditee_entities_by_entity_type_id,
Execution,Add_Legacy_Para,192,GetAuditNatureForAddLegacyPara,,/ApiCalls/add_new_legacy_para,
Execution,manage_audit_paras,280,GetRisks,,/ApiCalls/getparentrelForParaPositionReport,
Execution,manage_audit_paras,280,GetRisks,,/ApiCalls/getpostplaceForParaPositionReport,
Execution,manage_audit_paras,280,GetRisks,,/ApiCalls/get_observations_for_manage_paras,
Execution,manage_audit_paras,280,GetRisks,,/ApiCalls/update_para_for_manage_audit_paras,
Execution,manage_audit_paras,280,GetRisks,,/ApiCalls/request_delete_duplicate_para,
Execution,manage_audit_paras,280,GetRisks,,/ApiCalls/getparentrelForParaPositionReport,
Execution,manage_audit_paras,280,GetRisks,,/ApiCalls/getpostplaceForParaPositionReport,
Execution,manage_audit_paras,280,GetRisks,,/ApiCalls/get_observations_for_manage_paras,
Execution,manage_audit_paras,280,GetRisks,,/ApiCalls/update_para_for_manage_audit_paras,
Execution,manage_audit_paras,280,GetRisks,,/ApiCalls/request_delete_duplicate_para,
Execution,manage_audit_paras,280,GetAnnexuresForChecklistDetail,,/ApiCalls/getparentrelForParaPositionReport,
Execution,manage_audit_paras,280,GetAnnexuresForChecklistDetail,,/ApiCalls/getpostplaceForParaPositionReport,
Execution,manage_audit_paras,280,GetAnnexuresForChecklistDetail,,/ApiCalls/get_observations_for_manage_paras,
Execution,manage_audit_paras,280,GetAnnexuresForChecklistDetail,,/ApiCalls/update_para_for_manage_audit_paras,
Execution,manage_audit_paras,280,GetAnnexuresForChecklistDetail,,/ApiCalls/request_delete_duplicate_para,
Execution,manage_audit_paras,280,GetAnnexuresForChecklistDetail,,/ApiCalls/getparentrelForParaPositionReport,
Execution,manage_audit_paras,280,GetAnnexuresForChecklistDetail,,/ApiCalls/getpostplaceForParaPositionReport,
Execution,manage_audit_paras,280,GetAnnexuresForChecklistDetail,,/ApiCalls/get_observations_for_manage_paras,
Execution,manage_audit_paras,280,GetAnnexuresForChecklistDetail,,/ApiCalls/update_para_for_manage_audit_paras,
Execution,manage_audit_paras,280,GetAnnexuresForChecklistDetail,,/ApiCalls/request_delete_duplicate_para,
Execution,manage_audit_paras,280,GetEntitiesForManageAuditParas,,/ApiCalls/getparentrelForParaPositionReport,
Execution,manage_audit_paras,280,GetEntitiesForManageAuditParas,,/ApiCalls/getpostplaceForParaPositionReport,
Execution,manage_audit_paras,280,GetEntitiesForManageAuditParas,,/ApiCalls/get_observations_for_manage_paras,
Execution,manage_audit_paras,280,GetEntitiesForManageAuditParas,,/ApiCalls/update_para_for_manage_audit_paras,
Execution,manage_audit_paras,280,GetEntitiesForManageAuditParas,,/ApiCalls/request_delete_duplicate_para,
Execution,manage_audit_paras,280,GetEntitiesForManageAuditParas,,/ApiCalls/getparentrelForParaPositionReport,
Execution,manage_audit_paras,280,GetEntitiesForManageAuditParas,,/ApiCalls/getpostplaceForParaPositionReport,
Execution,manage_audit_paras,280,GetEntitiesForManageAuditParas,,/ApiCalls/get_observations_for_manage_paras,
Execution,manage_audit_paras,280,GetEntitiesForManageAuditParas,,/ApiCalls/update_para_for_manage_audit_paras,
Execution,manage_audit_paras,280,GetEntitiesForManageAuditParas,,/ApiCalls/request_delete_duplicate_para,
Execution,manage_audit_paras,280,GetrealtionshiptypeForParaPositionReport,,/ApiCalls/getparentrelForParaPositionReport,
Execution,manage_audit_paras,280,GetrealtionshiptypeForParaPositionReport,,/ApiCalls/getpostplaceForParaPositionReport,
Execution,manage_audit_paras,280,GetrealtionshiptypeForParaPositionReport,,/ApiCalls/get_observations_for_manage_paras,
Execution,manage_audit_paras,280,GetrealtionshiptypeForParaPositionReport,,/ApiCalls/update_para_for_manage_audit_paras,
Execution,manage_audit_paras,280,GetrealtionshiptypeForParaPositionReport,,/ApiCalls/request_delete_duplicate_para,
Execution,manage_audit_paras,280,GetrealtionshiptypeForParaPositionReport,,/ApiCalls/getparentrelForParaPositionReport,
Execution,manage_audit_paras,280,GetrealtionshiptypeForParaPositionReport,,/ApiCalls/getpostplaceForParaPositionReport,
Execution,manage_audit_paras,280,GetrealtionshiptypeForParaPositionReport,,/ApiCalls/get_observations_for_manage_paras,
Execution,manage_audit_paras,280,GetrealtionshiptypeForParaPositionReport,,/ApiCalls/update_para_for_manage_audit_paras,
Execution,manage_audit_paras,280,GetrealtionshiptypeForParaPositionReport,,/ApiCalls/request_delete_duplicate_para,
Execution,pre_audit_info_detail,80,GetDivisions,,,
Execution,pre_audit_info_detail,80,GetRiskProcessDefinition,,,
Execution,pre_audit_info_detail,80,GetAuditVoilationcats,,,
Execution,pre_audit_info_detail,80,GetRisks,,,
Execution,Authorize_Adding_Legacy_Para,193,,,/ApiCalls/get_add_legacy_paras_autorize,
Execution,Authorize_Adding_Legacy_Para,193,,,/ApiCalls/Authorize_Legacy_Para_addition,
Execution,Authorize_Adding_Legacy_Para,193,,,/ApiCalls/Delete_Legacy_Para_addition_request,
Execution,Authorize_Adding_Legacy_Para,193,,,/ApiCalls/get_add_legacy_paras_autorize,
Execution,Authorize_Adding_Legacy_Para,193,,,/ApiCalls/Authorize_Legacy_Para_addition,
Execution,Authorize_Adding_Legacy_Para,193,,,/ApiCalls/Delete_Legacy_Para_addition_request,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/get_finalized_observations_draft_branch,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/draft_report_summary,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/update_observation_status,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/submit_pre_concluding,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/get_obs_details_by_id,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/get_audit_sub_checklist,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/get_audit_checklist_detail,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/get_responded_obs_evidences,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/get_auditee_evidence_data,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/update_audit_para_for_finalization,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/get_observation_text_branches,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/submit_dsa_to_auditee,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/get_finalized_observations_draft_branch,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/draft_report_summary,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/update_observation_status,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/submit_pre_concluding,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/get_obs_details_by_id,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/get_audit_sub_checklist,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/get_audit_checklist_detail,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/get_responded_obs_evidences,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/get_auditee_evidence_data,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/update_audit_para_for_finalization,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/get_observation_text_branches,
Execution,draft_audit_report_branch,157,GetAnnexuresForChecklistDetail,,/ApiCalls/submit_dsa_to_auditee,
Execution,draft_audit_report_branch,157,GetAuditChecklist,,/ApiCalls/get_finalized_observations_draft_branch,
Execution,draft_audit_report_branch,157,GetAuditChecklist,,/ApiCalls/draft_report_summary,
Execution,draft_audit_report_branch,157,GetAuditChecklist,,/ApiCalls/update_observation_status,
Execution,draft_audit_report_branch,157,GetAuditChecklist,,/ApiCalls/submit_pre_concluding,
Execution,draft_audit_report_branch,157,GetAuditChecklist,,/ApiCalls/get_obs_details_by_id,
Execution,draft_audit_report_branch,157,GetAuditChecklist,,/ApiCalls/get_audit_sub_checklist,
Execution,draft_audit_report_branch,157,GetAuditChecklist,,/ApiCalls/get_audit_checklist_detail,
Execution,draft_audit_report_branch,157,GetAuditChecklist,,/ApiCalls/get_responded_obs_evidences,
Execution,draft_audit_report_branch,157,GetAuditChecklist,,/ApiCalls/get_auditee_evidence_data,
